Unnamed: 0.1,Unnamed: 0,Subject_Namespace,Subject,Relation,Object_Namespace,Object,pmid,evidence,Source,Association Score
2722.0,2722,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,HGNC,CCL2,33010822.0,"Closer examination of upregulated genes revealed an increase in inflammatory cytokines CCL7, interleukin-32 (IL-32), CCL2 (MCP1), IL-18, and IL-8 (Figure 4D).",CBM,
2723.0,2723,HGNC,CCL2,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Closer examination of upregulated genes revealed an increase in inflammatory cytokines CCL7, interleukin-32 (IL-32), CCL2 (MCP1), IL-18, and IL-8 (Figure 4D).",CBM,
2724.0,2724,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,HGNC,IL18,33010822.0,"Closer examination of upregulated genes revealed an increase in inflammatory cytokines CCL7, interleukin-32 (IL-32), CCL2 (MCP1), IL-18, and IL-8 (Figure 4D).",CBM,
2725.0,2725,HGNC,IL18,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Closer examination of upregulated genes revealed an increase in inflammatory cytokines CCL7, interleukin-32 (IL-32), CCL2 (MCP1), IL-18, and IL-8 (Figure 4D).",CBM,
2726.0,2726,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,HGNC,CXCL8,33010822.0,"Closer examination of upregulated genes revealed an increase in inflammatory cytokines CCL7, interleukin-32 (IL-32), CCL2 (MCP1), IL-18, and IL-8 (Figure 4D).",CBM,
2727.0,2727,HGNC,CXCL8,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Closer examination of upregulated genes revealed an increase in inflammatory cytokines CCL7, interleukin-32 (IL-32), CCL2 (MCP1), IL-18, and IL-8 (Figure 4D).",CBM,
2732.0,2732,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,HGNC,NPPB,33010822.0,"Upregulation of many vascular remodeling genes (Figure 4D), such as NPPB and VCAN, suggests that infected choroid plexus cells could signal the vasculature to promote leukocyte invasion (Shechter et al., 2013).",CBM,
2733.0,2733,HGNC,NPPB,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Upregulation of many vascular remodeling genes (Figure 4D), such as NPPB and VCAN, suggests that infected choroid plexus cells could signal the vasculature to promote leukocyte invasion (Shechter et al., 2013).",CBM,
2734.0,2734,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,HGNC,VCAN,33010822.0,"Upregulation of many vascular remodeling genes (Figure 4D), such as NPPB and VCAN, suggests that infected choroid plexus cells could signal the vasculature to promote leukocyte invasion (Shechter et al., 2013).",CBM,
2735.0,2735,HGNC,VCAN,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Upregulation of many vascular remodeling genes (Figure 4D), such as NPPB and VCAN, suggests that infected choroid plexus cells could signal the vasculature to promote leukocyte invasion (Shechter et al., 2013).",CBM,
2736.0,2736,HGNC,NPPB,REGULATES,GO,blood vessel remodeling,33010822.0,"Upregulation of many vascular remodeling genes (Figure 4D), such as NPPB and VCAN, suggests that infected choroid plexus cells could signal the vasculature to promote leukocyte invasion (Shechter et al., 2013).",CBM,
2737.0,2737,GO,blood vessel remodeling,REGULATES,HGNC,NPPB,33010822.0,"Upregulation of many vascular remodeling genes (Figure 4D), such as NPPB and VCAN, suggests that infected choroid plexus cells could signal the vasculature to promote leukocyte invasion (Shechter et al., 2013).",CBM,
2738.0,2738,HGNC,VCAN,REGULATES,GO,blood vessel remodeling,33010822.0,"Upregulation of many vascular remodeling genes (Figure 4D), such as NPPB and VCAN, suggests that infected choroid plexus cells could signal the vasculature to promote leukocyte invasion (Shechter et al., 2013).",CBM,
2739.0,2739,GO,blood vessel remodeling,REGULATES,HGNC,VCAN,33010822.0,"Upregulation of many vascular remodeling genes (Figure 4D), such as NPPB and VCAN, suggests that infected choroid plexus cells could signal the vasculature to promote leukocyte invasion (Shechter et al., 2013).",CBM,
2740.0,2740,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,leukocyte chemotaxis,33010822.0,"Upregulation of many vascular remodeling genes (Figure 4D), such as NPPB and VCAN, suggests that infected choroid plexus cells could signal the vasculature to promote leukocyte invasion (Shechter et al., 2013).",CBM,
2741.0,2741,GO,leukocyte chemotaxis,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Upregulation of many vascular remodeling genes (Figure 4D), such as NPPB and VCAN, suggests that infected choroid plexus cells could signal the vasculature to promote leukocyte invasion (Shechter et al., 2013).",CBM,
2742.0,2742,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,ion transport,33010822.0,"GO analysis of downregulated genes at 72 hpi, on the other hand, showed enrichment for genes related to ion transport, transmembrane transport, cilium, and cell junction (Figure 4C; Table S3).",CBM,
2743.0,2743,GO,ion transport,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"GO analysis of downregulated genes at 72 hpi, on the other hand, showed enrichment for genes related to ion transport, transmembrane transport, cilium, and cell junction (Figure 4C; Table S3).",CBM,
2744.0,2744,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,transmembrane transport,33010822.0,"GO analysis of downregulated genes at 72 hpi, on the other hand, showed enrichment for genes related to ion transport, transmembrane transport, cilium, and cell junction (Figure 4C; Table S3).",CBM,
2745.0,2745,GO,transmembrane transport,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"GO analysis of downregulated genes at 72 hpi, on the other hand, showed enrichment for genes related to ion transport, transmembrane transport, cilium, and cell junction (Figure 4C; Table S3).",CBM,
2746.0,2746,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,cilium assembly,33010822.0,"GO analysis of downregulated genes at 72 hpi, on the other hand, showed enrichment for genes related to ion transport, transmembrane transport, cilium, and cell junction (Figure 4C; Table S3).",CBM,
2747.0,2747,GO,cilium assembly,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"GO analysis of downregulated genes at 72 hpi, on the other hand, showed enrichment for genes related to ion transport, transmembrane transport, cilium, and cell junction (Figure 4C; Table S3).",CBM,
2748.0,2748,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,cell junction assembly,33010822.0,"GO analysis of downregulated genes at 72 hpi, on the other hand, showed enrichment for genes related to ion transport, transmembrane transport, cilium, and cell junction (Figure 4C; Table S3).",CBM,
2749.0,2749,GO,cell junction assembly,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"GO analysis of downregulated genes at 72 hpi, on the other hand, showed enrichment for genes related to ion transport, transmembrane transport, cilium, and cell junction (Figure 4C; Table S3).",CBM,
2750.0,2750,TAX,Severe acute respiratory syndrome coronavirus 2,DECREASES,HGNC,AQP1,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2751.0,2751,HGNC,AQP1,DECREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2752.0,2752,TAX,Severe acute respiratory syndrome coronavirus 2,DECREASES,HGNC,AQP4,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2753.0,2753,HGNC,AQP4,DECREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2754.0,2754,TAX,Severe acute respiratory syndrome coronavirus 2,DECREASES,HGNC,SLC22A8,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2755.0,2755,HGNC,SLC22A8,DECREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2756.0,2756,HGNC,AQP1,INCREASES,GO,cerebrospinal fluid secretion,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2757.0,2757,GO,cerebrospinal fluid secretion,INCREASES,HGNC,AQP1,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2758.0,2758,HGNC,AQP4,INCREASES,GO,cerebrospinal fluid secretion,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2759.0,2759,GO,cerebrospinal fluid secretion,INCREASES,HGNC,AQP4,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2760.0,2760,HGNC,SLC22A8,INCREASES,GO,cerebrospinal fluid secretion,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2761.0,2761,GO,cerebrospinal fluid secretion,INCREASES,HGNC,SLC22A8,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2762.0,2762,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,HP,Abnormality of the choroid plexus,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
2763.0,2763,HP,Abnormality of the choroid plexus,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Closer examination of downregulated genes revealed a decrease in the expression of many transporters and ion channels, such as AQP1, AQP4, and SLC22A8, which are important for normal CSF secretory function (Figure 4D; Brown et al., 2004; Hladky and Barrand, 2016), suggesting functional deficits of choroid plexus cells.",CBM,
